full_name,monetary,frequency,recency,rfm_segment
Jamal Wibowo,175692,1,647,lost_customers
Jamal Winarno,26021700,33,30,active
Jamalia Agustina,14168113,8,337,active
Jamalia Andriani,49867801,23,119,active
Jamalia Anggraini,113298798,140,43,loyal
Jamalia Astuti,1908674,7,209,lost_customers
Jamalia Farida,4694174,14,184,potential churners
Jamalia Halimah,7304246,17,58,potential churners
Jamalia Handayani,40226262,26,43,active
Jamalia Hariyah,7664513,9,220,
Jamalia Hartati,1580195,3,697,lost_customers
Jamalia Haryanti,365623,1,729,lost_customers
Jamalia Hassanah,964754,3,670,lost_customers
Jamalia Hastuti,110598971,109,23,loyal
Jamalia Kusmawati,69228025,42,75,active
Jamalia Lailasari,18597871,29,181,active
Jamalia Laksmiwati,187954185,34,121,active
Jamalia Lestari,466585090,405,11,loyal
Jamalia Mandasari,23024066,38,52,active
Jamalia Mardhiyah,9097505,15,12,
Jamalia Maryati,330800,1,644,lost_customers
Jamalia Mayasari,146293726,149,11,loyal
Jamalia Melani,3384503,13,159,potential churners
Jamalia Mulyani,123313447,108,38,loyal
Jamalia Nasyiah,1865959,4,474,lost_customers
Jamalia Nasyidah,4375933,14,30,potential churners
Jamalia Novitasari,4083298,3,677,lost_customers
Jamalia Nuraini,2798364,5,203,lost_customers
Jamalia Nurdiyanti,26907995,30,34,active
Jamalia Oktaviani,4612212,6,498,
Jamalia Padmasari,8698904,10,351,
Jamalia Palastri,4692787,13,97,potential churners
Jamalia Permata,20393144,29,70,active
Jamalia Pertiwi,14664775,38,32,active
Jamalia Prastuti,8061475,13,350,
Jamalia Pratiwi,11862529,22,42,potential churners
Jamalia Pudjiastuti,190619531,131,10,loyal
Jamalia Purnawati,28154698,36,16,"slipping away, cannot lose"
Jamalia Puspita,145828228,111,17,loyal
Jamalia Rahayu,728749,2,42,
Jamalia Rahimah,33244055,54,28,"slipping away, cannot lose"
Jamalia Rahmawati,94796031,66,45,loyal
Jamalia Safitri,58967629,69,0,loyal
Jamalia Suartini,215710091,242,34,loyal
Jamalia Suryatmi,9490768,13,2,
Jamalia Susanti,69388515,87,8,loyal
Jamalia Usada,120682823,95,50,loyal
Jamalia Usamah,35889933,61,41,"slipping away, cannot lose"
Jamalia Utami,3453544,6,31,potential churners
Jamalia Uyainah,3407502,8,303,
Jamalia Wahyuni,139118297,39,112,active
Jamalia Wastuti,15852345,37,40,active
Jamalia Wijayanti,48855294,73,41,"slipping away, cannot lose"
Jamalia Winarsih,16019390,33,15,"slipping away, cannot lose"
Jamalia Wulandari,148797338,119,6,loyal
Jamalia Yolanda,44876945,24,159,active
Jamalia Yulianti,92696244,116,0,loyal
Jamalia Yuliarti,40209173,21,47,active
Jamalia Yuniar,61183130,77,65,
Jamil Ardianto,576539,2,46,
Jamil Budiman,5243021,6,325,
Jamil Dabukke,22447649,23,22,"slipping away, cannot lose"
Jamil Firmansyah,7273710,10,120,potential churners
Jamil Gunarto,253684,1,118,lost_customers
Jamil Hakim,45489815,26,42,active
Jamil Hardiansyah,4000162,14,105,potential churners
Jamil Hidayat,1977972,6,88,lost_customers
Jamil Hutagalung,148210,1,354,lost_customers
Jamil Hutapea,302513,1,1268,lost_customers
Jamil Hutasoit,11800839,10,173,potential churners
Jamil Januar,2965401,7,305,
Jamil Kusumo,63177483,36,87,active
Jamil Maheswara,28203317,26,27,active
Jamil Mangunsong,2191721,5,343,lost_customers
Jamil Marbun,24108209,12,171,potential churners
Jamil Megantara,40467795,38,29,active
Jamil Nababan,2226073,4,15,lost_customers
Jamil Najmudin,1082632,3,196,lost_customers
Jamil Napitupulu,12252498,11,310,
Jamil Narpati,2780996,2,166,lost_customers
Jamil Nashiruddin,3908034,9,140,potential churners
Jamil Nugroho,91994954,102,8,loyal
Jamil Pradana,2894580,4,207,lost_customers
Jamil Prakasa,1611858,3,381,lost_customers
Jamil Pranowo,777642,2,286,lost_customers
Jamil Pratama,3597222,9,67,potential churners
Jamil Saputra,144420427,129,39,loyal
Jamil Saragih,36316557,19,298,new customers
Jamil Setiawan,77736624,84,0,loyal
Jamil Simbolon,21325637,33,63,active
Jamil Sitompul,1842429,4,237,lost_customers
Jamil Suryono,13113498,7,274,
Jamil Tarihoran,15692574,20,73,active
Jamil Waluyo,14995433,17,22,
Jamil Wasita,67013928,31,273,
Jamil Wijaya,327159396,191,52,loyal
Jamil Winarno,26732304,50,38,active
Jane Anggraini,7643785,16,88,potential churners
Jane Aryani,281828,1,1071,lost_customers
Jane Astuti,49595544,36,16,"slipping away, cannot lose"
Jane Fujiati,21296764,33,35,active
Jane Halimah,212360505,99,19,loyal
Jane Hariyah,50056620,25,43,active
Jane Hartati,318447193,325,18,loyal
Jane Haryanti,3771406,7,88,potential churners
Jane Hasanah,75591544,64,24,loyal
Jane Hastuti,32629921,41,70,active
Jane Kusmawati,45195152,38,23,"slipping away, cannot lose"
Jane Kuswandari,75300645,57,6,loyal
Jane Lailasari,14279363,20,56,active
Jane Laksita,319455705,128,75,
Jane Lestari,84386922,148,28,loyal
Jane Mandasari,184011089,55,85,
Jane Mardhiyah,47217367,65,4,"slipping away, cannot lose"
Jane Maryati,233980395,117,16,loyal
Jane Mayasari,523666,2,201,lost_customers
Jane Melani,1813351,4,236,lost_customers
Jane Mulyani,38861418,44,28,active
Jane Namaga,2049589,5,66,lost_customers
Jane Nasyiah,3190410,7,286,
Jane Nasyidah,1760886,6,408,lost_customers
Jane Nuraini,68378512,46,22,loyal
Jane Nurdiyanti,924951,2,550,lost_customers
Jane Oktaviani,408164304,394,4,loyal
Jane Padmasari,42330305,62,62,"slipping away, cannot lose"
Jane Palastri,57630842,102,29,loyal
Jane Pertiwi,819500,3,279,lost_customers
Jane Prastuti,64441,1,1856,lost_customers
Jane Pratiwi,1475584,2,210,lost_customers
Jane Pudjiastuti,44739444,40,46,active
Jane Purnawati,847609,3,195,lost_customers
Jane Purwanti,48916631,31,9,"slipping away, cannot lose"
Jane Puspasari,346913318,117,23,loyal
Jane Puspita,660158,2,28,
Jane Rahayu,5423575,11,103,potential churners
Jane Rahmawati,8074766,12,186,potential churners
Jane Riyanti,13590047,21,38,potential churners
Jane Safitri,544612,2,886,lost_customers
Jane Sudiati,2704552,7,132,potential churners
Jane Suryatmi,244655539,191,9,loyal
Jane Susanti,1066658,3,453,lost_customers
Jane Usada,16696424,28,2,"slipping away, cannot lose"
Jane Usamah,530418,2,533,lost_customers
Jane Uyainah,7134969,20,54,potential churners
Jane Wahyuni,82821406,101,47,loyal
Jane Wastuti,36302712,61,6,"slipping away, cannot lose"
Jane Wijayanti,5852058,20,5,
Jane Winarsih,31117255,13,329,active
Jane Yuliarti,8027205,8,103,potential churners
Jane Yuniar,5054863,11,126,potential churners
Jane Zulaika,282310258,90,12,loyal
Janet Agustina,2047223,2,370,lost_customers
Janet Andriani,5038930,12,98,potential churners
Janet Anggraini,20316481,40,28,active
Janet Aryani,3289300,7,315,
Janet Astuti,112568162,26,36,loyal
Janet Farida,871764,5,166,lost_customers
Janet Fujiati,60271888,112,21,loyal
Janet Halimah,31893373,39,47,active
Janet Handayani,121887783,83,41,loyal
Janet Hariyah,33004370,48,35,active
Janet Hasanah,92863762,88,17,loyal
Janet Hassanah,46711156,55,8,"slipping away, cannot lose"
Janet Hastuti,905236,4,66,lost_customers
Janet Kusmawati,100235159,26,216,
Janet Kuswandari,12084223,21,32,potential churners
Janet Lailasari,6454668,4,519,lost_customers
Janet Laksita,22954652,25,114,active
Janet Laksmiwati,220868260,197,55,loyal
Janet Lestari,136774132,146,20,loyal
Janet Mandasari,20500881,11,456,active
Janet Mardhiyah,32124690,38,58,active
Janet Maryati,65096356,59,27,loyal
Janet Mayasari,39853616,51,62,active
Janet Melani,4096161,15,97,potential churners
Janet Mulyani,132418006,158,42,loyal
Janet Namaga,126002038,135,11,loyal
Janet Nasyiah,161877640,130,34,loyal
Janet Nasyidah,4232144,14,91,potential churners
Janet Novitasari,3656352,8,1,
Janet Nuraini,6360246,13,135,potential churners
Janet Nurdiyanti,11434072,35,36,potential churners
Janet Oktaviani,724618348,381,0,loyal
Janet Padmasari,9266988,6,1110,
Janet Palastri,149821385,89,25,loyal
Janet Permata,5750116,13,174,potential churners
Janet Pertiwi,118045793,71,2,loyal
Janet Prastuti,49039344,98,8,"slipping away, cannot lose"
Janet Pratiwi,1233434,5,450,lost_customers
Janet Pudjiastuti,402291548,63,35,loyal
Janet Purnawati,26690676,24,29,active
Janet Purwanti,29352896,21,70,active
Janet Puspasari,837568,3,416,lost_customers
Janet Puspita,54103731,24,184,active
Janet Rahayu,23671580,21,30,active
Janet Rahimah,67453704,39,76,active
Janet Rahmawati,34867993,34,30,active
Janet Riyanti,12100249,20,175,
Janet Safitri,428070,1,779,lost_customers
Janet Suartini,8174789,18,124,potential churners
Janet Sudiati,1174950,4,261,lost_customers
Janet Suryatmi,161295661,161,3,loyal
Janet Usada,85596927,71,20,loyal
Janet Usamah,226129,1,1365,lost_customers
Janet Utami,1342142,4,98,lost_customers
Janet Uyainah,33048572,50,15,"slipping away, cannot lose"
Janet Wahyuni,13057044,21,16,
Janet Wastuti,49483960,73,43,"slipping away, cannot lose"
Janet Widiastuti,8668135,19,49,potential churners
Janet Wijayanti,11999013,22,108,
Janet Winarsih,273879,1,970,lost_customers
Janet Yolanda,17635047,36,28,active
Janet Yulianti,3757316,12,96,potential churners
Janet Yuliarti,210400,1,679,lost_customers
Janet Yuniar,61374858,36,73,active
Janet Zulaika,347005,2,252,lost_customers
Jarwa Dabukke,32093463,30,54,active
Jarwa Hakim,83215138,60,26,loyal
Jarwa Halim,2815024,8,187,potential churners
Jarwa Hidayanto,339517,1,196,lost_customers
Jarwa Hutapea,10333861,10,12,
Jarwa Kuswoyo,5848969,18,10,
Jarwa Mahendra,2219621,4,107,lost_customers
Jarwa Mandala,8923369,13,91,potential churners
Jarwa Mansur,1328382,2,308,lost_customers
Jarwa Mustofa,17267384,9,304,active
Jarwa Nainggolan,8450915,11,308,
Jarwa Napitupulu,143257992,74,3,loyal
Jarwa Permadi,178426,1,1274,lost_customers
Jarwa Prasetya,63271614,51,54,loyal
Jarwa Prasetyo,34193677,14,154,potential churners
Jarwa Pratama,468550,1,1195,lost_customers
Jarwa Prayoga,538279,1,756,lost_customers
Jarwa Siregar,8449333,21,83,
Jarwa Situmorang,28733559,12,329,active
Jarwa Suryono,193296321,157,1,loyal
Jarwa Thamrin,28534563,58,43,"slipping away, cannot lose"
Jarwa Waluyo,12460911,22,52,potential churners
Jarwa Widodo,97982814,135,49,loyal
Jarwadi Adriansyah,71415319,57,51,loyal
Jarwadi Budiman,14362574,10,102,potential churners
Jarwadi Budiyanto,5987323,11,106,potential churners
Jarwadi Damanik,82025323,78,9,loyal
Jarwadi Habibi,779603,2,422,lost_customers
Jarwadi Halim,5373848,5,343,lost_customers
Jarwadi Hardiansyah,29581871,37,32,active
Jarwadi Hidayanto,4551318,10,180,potential churners
Jarwadi Irawan,16161857,25,0,"slipping away, cannot lose"
Jarwadi Kurniawan,45884215,19,675,new customers
Jarwadi Nababan,16768548,39,20,"slipping away, cannot lose"
Jarwadi Narpati,127273217,129,48,loyal
Jarwadi Nugroho,5217117,9,125,potential churners
Jarwadi Pranowo,136476,1,28,
Jarwadi Rajata,1479177,6,145,lost_customers
Jarwadi Saefullah,742661,2,62,
Jarwadi Salahudin,68548955,73,0,loyal
Jarwadi Sihotang,6378842,6,105,potential churners
Jarwadi Simbolon,32037817,18,245,active
Jarwadi Situmorang,101387,1,1901,lost_customers
Jarwadi Tamba,13658447,34,78,
Jarwadi Uwais,7778729,19,31,potential churners
Jarwadi Wahyudin,72118393,65,58,loyal
Jarwadi Wasita,734124,3,158,lost_customers
Jarwadi Widodo,27300706,18,186,potential churners
Jarwi Firgantoro,395490,1,341,lost_customers
Jarwi Firmansyah,13984150,29,20,
Jarwi Gunawan,20303369,33,59,active
Jarwi Hakim,11613608,18,31,potential churners
Jarwi Haryanto,10427088,15,179,potential churners
Jarwi Irawan,318160,1,1457,lost_customers
Jarwi Jailani,19146473,9,22,
Jarwi Januar,11888879,14,4,
Jarwi Kurniawan,829834,3,283,lost_customers
Jarwi Mandala,1341814,1,33,
Jarwi Marpaung,16302739,15,207,active
Jarwi Maryadi,766750,3,102,lost_customers
Jarwi Maulana,68232722,61,68,
Jarwi Nababan,505078,1,770,lost_customers
Jarwi Nainggolan,10243377,13,131,potential churners
Jarwi Napitupulu,37570117,51,30,active
Jarwi Nashiruddin,321508,2,532,lost_customers
Jarwi Natsir,1437724,5,34,
Jarwi Nugroho,55439401,51,22,"slipping away, cannot lose"
Jarwi Permadi,99010,1,28,
Jarwi Pradana,12639610,24,78,
Jarwi Pradipta,7364030,15,84,potential churners
Jarwi Pranowo,858285,5,304,lost_customers
Jarwi Putra,68250706,39,76,active
Jarwi Rajasa,918042,3,532,lost_customers
Jarwi Ramadan,61089620,75,48,loyal
Jarwi Saragih,6468034,13,188,potential churners
Jarwi Simbolon,11951159,13,31,potential churners
Jarwi Siregar,73310468,75,9,loyal
Jarwi Sitorus,357964,1,344,lost_customers
Jarwi Situmorang,398407,1,944,lost_customers
Jarwi Utama,3218353,6,357,
Jarwi Wahyudin,51532904,22,6,"slipping away, cannot lose"
Jarwi Wibisono,232708208,131,56,loyal
Jarwi Widodo,1143072,3,578,lost_customers
Jarwi Wijaya,3848983,10,112,potential churners
Jarwi Winarno,20212777,38,41,active
Jasmani Ardianto,3521721,9,25,potential churners
Jasmani Budiman,874375,4,156,lost_customers
Jasmani Budiyanto,280821,1,253,lost_customers
Jasmani Dabukke,859018,2,693,lost_customers
Jasmani Dongoran,9509848,14,118,potential churners
Jasmani Firgantoro,420789,2,186,lost_customers
Jasmani Gunarto,517887,1,0,lost_customers
Jasmani Haryanto,324401,1,599,lost_customers
Jasmani Hidayat,15459473,10,284,active
Jasmani Hutasoit,476675,1,367,lost_customers
Jasmani Iswahyudi,850775,3,616,lost_customers
Jasmani Januar,210859,1,1807,lost_customers
Jasmani Kuswoyo,1918170,7,163,lost_customers
Jasmani Mangunsong,45152255,55,14,"slipping away, cannot lose"
Jasmani Mansur,1328620,2,561,lost_customers
Jasmani Marbun,798975,2,464,lost_customers
Jasmani Marpaung,208143868,125,16,loyal
Jasmani Megantara,20431898,16,192,potential churners
Jasmani Nababan,397045,1,553,lost_customers
Jasmani Najmudin,1085173,2,337,lost_customers
Jasmani Nashiruddin,32290610,32,59,active
Jasmani Permadi,584564,3,361,lost_customers
Jasmani Prabowo,1697153,6,148,lost_customers
Jasmani Pradana,39417697,25,150,active
Jasmani Prakasa,82729,1,294,lost_customers
Jasmani Pratama,86588566,90,26,loyal
Jasmani Prayoga,269207,1,1946,lost_customers
Jasmani Putra,3681032,5,511,lost_customers
Jasmani Ramadan,1166951,5,494,lost_customers
Jasmani Salahudin,6784753,14,162,potential churners
Jasmani Santoso,197571,1,1309,lost_customers
Jasmani Simbolon,33488848,19,94,active
Jasmani Sirait,50603031,52,12,"slipping away, cannot lose"
Jasmani Siregar,153626234,194,9,loyal
Jasmani Situmorang,54835518,16,8,
Jasmani Tarihoran,2933970,4,174,lost_customers
Jasmani Wacana,454350,2,29,
Jasmani Widodo,704662,3,327,lost_customers
Jasmani Wijaya,23108910,34,57,active
Jasmin Andriani,233055679,87,26,loyal
Jasmin Anggraini,8186315,16,174,potential churners
Jasmin Astuti,6310696,6,77,potential churners
Jasmin Farida,41233440,21,62,active
Jasmin Fujiati,38488855,52,3,"slipping away, cannot lose"
Jasmin Halimah,4179729,8,15,
Jasmin Handayani,520116,2,274,lost_customers
Jasmin Hariyah,128858861,103,70,
Jasmin Hartati,5746143,5,104,lost_customers
Jasmin Haryanti,90887757,148,24,loyal
Jasmin Hasanah,13101881,29,91,
Jasmin Hassanah,78784086,108,6,loyal
Jasmin Hastuti,86981237,76,7,loyal
Jasmin Kusmawati,4828458,7,385,
Jasmin Kuswandari,11331095,13,120,potential churners
Jasmin Laksita,557453,3,593,lost_customers
Jasmin Laksmiwati,145941926,128,14,loyal
Jasmin Lestari,5291419,15,35,potential churners
Jasmin Mandasari,57080800,72,69,
Jasmin Mayasari,91649036,83,0,loyal
Jasmin Melani,24000027,32,31,active
Jasmin Mulyani,99964540,26,191,active
Jasmin Namaga,18470626,39,40,active
Jasmin Nasyiah,22450702,33,40,active
Jasmin Nasyidah,12508553,17,30,potential churners
Jasmin Nuraini,51939310,29,7,"slipping away, cannot lose"
Jasmin Nurdiyanti,42287776,19,141,active
Jasmin Padmasari,7533565,12,55,potential churners
Jasmin Palastri,14590075,29,6,"slipping away, cannot lose"
Jasmin Permata,16663919,32,20,"slipping away, cannot lose"
Jasmin Prastuti,68156488,38,80,active
Jasmin Pratiwi,405880697,391,58,loyal
Jasmin Pudjiastuti,109463347,98,37,loyal
Jasmin Purnawati,2529616,8,90,potential churners
Jasmin Purwanti,71903455,55,0,loyal
Jasmin Puspasari,21108616,25,85,active
Jasmin Puspita,100782593,109,60,loyal
Jasmin Rahayu,288430,1,1264,lost_customers
Jasmin Rahimah,58265024,35,3,loyal
Jasmin Rahmawati,20701697,20,199,new customers
Jasmin Riyanti,13906731,21,101,
Jasmin Suartini,217239,1,729,lost_customers
Jasmin Sudiati,176450883,73,45,loyal
Jasmin Suryatmi,356352,1,5,lost_customers
Jasmin Susanti,740393,3,345,lost_customers
Jasmin Usada,193320940,132,13,loyal
Jasmin Usamah,81387501,119,6,loyal
Jasmin Utami,5880946,12,29,potential churners
Jasmin Uyainah,66814942,38,179,active
Jasmin Wahyuni,87834322,102,9,loyal
Jasmin Wastuti,30527690,47,34,active
Jasmin Widiastuti,110042471,61,38,loyal
Jasmin Wijayanti,263790,1,731,lost_customers
Jasmin Winarsih,87054437,45,110,active
Jasmin Yolanda,3123719,7,94,potential churners
Jasmin Yulianti,46086427,62,13,"slipping away, cannot lose"
Jasmin Yuniar,57821150,65,28,loyal
Jasmin Zulaika,342489,2,198,lost_customers
Jaswadi Adriansyah,7489437,18,141,potential churners
Jaswadi Anggriawan,21123357,14,70,potential churners
Jaswadi Damanik,320854,1,366,lost_customers
Jaswadi Firmansyah,17295245,12,390,active
Jaswadi Gunawan,6141231,21,12,
Jaswadi Halim,12053071,20,143,
Jaswadi Hidayat,80960721,33,58,loyal
Jaswadi Hutagalung,216880,1,196,lost_customers
Jaswadi Hutapea,1046929,4,105,lost_customers
Jaswadi Irawan,3610946,3,539,lost_customers
Jaswadi Kurniawan,3534602,11,33,potential churners
Jaswadi Mahendra,54746878,37,53,active
Jaswadi Marpaung,171635318,183,10,loyal
Jaswadi Maryadi,2339148,5,98,lost_customers
Jaswadi Megantara,25556104,11,25,active
Jaswadi Nababan,127367491,152,1,loyal
Jaswadi Nainggolan,40895535,59,33,"slipping away, cannot lose"
Jaswadi Narpati,56869933,60,55,"slipping away, cannot lose"
Jaswadi Saefullah,47100320,62,11,"slipping away, cannot lose"
Jaswadi Saptono,40101033,62,52,"slipping away, cannot lose"
Jaswadi Saputra,21936361,21,152,active
Jaswadi Sihombing,428822,2,548,lost_customers
Jaswadi Sihotang,8650086,8,391,
Jaswadi Simbolon,4670808,10,12,
Jaswadi Sitorus,2826585,7,210,
Jaswadi Tamba,42983627,42,32,active
Jaswadi Tarihoran,2960100,7,121,potential churners
Jaswadi Thamrin,4075848,12,17,
Jaswadi Wijaya,2839758,5,233,lost_customers
Jati Anggriawan,60263717,31,51,loyal
Jati Firgantoro,111954296,64,25,loyal
Jati Hidayanto,9826733,17,129,potential churners
Jati Hutagalung,1228162,4,184,lost_customers
Jati Januar,2717562,8,73,potential churners
Jati Kusumo,350089,1,1396,lost_customers
Jati Maheswara,20327122,9,5,
Jati Mangunsong,3977038,4,629,lost_customers
Jati Manullang,791085,3,102,lost_customers
Jati Maryadi,2099129,7,173,lost_customers
Jati Nashiruddin,158764770,73,59,loyal
Jati Prasasta,255629,1,981,lost_customers
Jati Rajata,894198,5,455,lost_customers
Jati Samosir,1820055,5,118,lost_customers
Jati Saptono,3900924,3,584,lost_customers
Jati Simanjuntak,36920359,10,533,active
Jati Sirait,82217163,92,13,loyal
Jati Siregar,187923649,217,37,loyal
Jati Suwarno,859324,2,1084,lost_customers
Jati Tamba,11437320,20,114,
Jati Thamrin,420751,2,702,lost_customers
Jati Utama,290690066,145,16,loyal
Jati Uwais,732080,1,1950,lost_customers
Jati Wibisono,350873176,116,37,loyal
Jatmiko Anggriawan,259237,1,195,lost_customers
Jatmiko Dabukke,223813,1,181,lost_customers
Jatmiko Gunawan,11788096,11,15,
Jatmiko Habibi,66686558,66,20,loyal
Jatmiko Hakim,181097,1,0,lost_customers
Jatmiko Haryanto,6568295,9,239,
Jatmiko Irawan,32277055,19,80,active
Jatmiko Januar,110292218,53,63,active
Jatmiko Kusumo,101121433,54,22,loyal
Jatmiko Kuswoyo,1267004,4,81,lost_customers
Jatmiko Latupono,6633688,5,91,lost_customers
Jatmiko Lazuardi,1034596,2,321,lost_customers
Jatmiko Mangunsong,619255,2,354,lost_customers
Jatmiko Marpaung,193298876,214,19,loyal
Jatmiko Narpati,114815,1,1049,lost_customers
Jatmiko Pangestu,44257182,20,114,active
Jatmiko Permadi,22486679,18,159,potential churners
